beer_name,abv,isorganic,isretired,status,brewery,category_name,style_name,ibumin,ibumax,abvmin,abvmax,srmmin,srmmax,original_gravity,fgmin,fgmax,ibu
Bearwalker Barrel Aged Double Maple,6,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,26
Bearwalker Brown,5.1,N,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,43
Cabin Fever,6.5,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.065,1.01,1.018,25
Deuce,7,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,35
Family Values,8.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.083,1.01,1.018,35
Fusion 17,5.5,N,Y,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,35
Georgia Brown,5.8,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,30
Hash Brown,6.2,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,60
Imperial India Brown Ale,9.2,N,N,verified,Portsmouth Brewery,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,27
Into the Woods,6.3,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,45
Mighty Brown,7.5,N,Y,verified,Breckenridge Brewery,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,21
Mountain Series: Salted Caramel Brown,6.5,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,24
Nut Brown Ale,5.2,N,N,verified,Wachusett Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,17
One Nut,6.1,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,44
Ovila Abbey Brown Ale (With Mandarins and Cocoa),7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,28
S Bus Imperial Brown,5.6,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,25
Simmer Down Brown,7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,25
Tumbler,5.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,37
Unibrown,7.1,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,25
Wilco Tango Foxtrot,7.8,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,25,45,4,6.4,15,26,1.04,1.01,1.018,27
12th Of Never,5.5,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.05,1.008,1.014,45
420 Extra Pale Ale,5.4,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,41
A Little Sumpin Sumpin,7.5,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.076,1.008,1.014,64.2
Ale 20,5.7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,41
All Colorado Wet Hop Pale Ale,5.8,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,35
Anniversary Ale,3.8,N,N,verified,Zero Gravity Craft Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,34
Audition - Pale Ale,6.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,37
Barrel Aged Dale's Pale Ale (Makers Mark),6.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,40
Barrel-Aged Thunder Ann,5.5,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,33
Born Yesterday,7.5,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,37
Celebration Ale 1992,5.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,42
Chico King - Beer Camp Across America (2014),6.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.065,1.008,1.014,45
Citra Pale Ale,6,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,37
CitruSinensis,7.9,Y,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,40
Country Pale Ale,5.1,N,N,verified,Wachusett Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,17
Credits & Debits,5,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,42
Dale's Pale Ale,6.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,65
Dale's Pale Ale Nitro,6.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,65
Dales Dry Hop Equinox,6.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,41
Dales T45 Dry Hop,6.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,38
Dales T90 Dry Hop,6.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,33
Draught-Style Pale Ale,5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,36
Equinox,8.4,Y,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.078,1.008,1.014,50
ESB - Early Spring Beer,5.9,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,40
Fistful of Hops,6.2,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,32
Four Hopsmen - Comet Dry Hopped,5.2,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,32
Four Hopsmen - HBC 472,5.2,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,31
Four Hopsmen - Hop Head Farms Eperimental Dry Hopped,5.2,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,38
Four Hopsmen - Mandarina Bavaria Dry Hopped,5.2,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,34
Fusion 39,5.5,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,30
Goofer Dust,6.1,Y,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,40
Harvest Ale,6.5,N,Y,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,41
Harvest Ale 2007,6.7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,35
Hop Dog Harvest Pale Ale,6.2,N,N,verified,Laughing Dog Brewing,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,31
India Pale Ale,6.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,32
Karaoke Fail,6.7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,37
Lagunitas Undercover Investigation Shut-Down Ale,9.6,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.08,1.008,1.014,66.6
Left Behind,6,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,32
Little Sumpin Wild,8.74,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.082,1.008,1.014,72.51
Little Wolf,4.7,N,N,verified,Zero Gravity Craft Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.052,1.008,1.014,40
Mango Mosaic Pale Ale,5.5,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,29
Michigan Awesome Hatter,5.8,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.057,1.008,1.014,55
Moving To the Country,5,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,40
New Dogtown Pale Ale,6.2,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,33
Old Chico Crystal Wheat,4.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.048,1.008,1.014,26
Pacific Ridge Pale Ale,6,N,N,verified,Anheuser-Busch InBev,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,32
Palé,7.1,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,37
Pale Ale,5.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,37
Pale Ale,5.6,N,N,verified,Laughing Dog Brewing,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,33
Paleooza,4.4,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.053,1.008,1.014,32.94
Passion Grass,5,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,54
Pat-Rye-Ot,5.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.053,1.008,1.014,39
Pinnacle Peak Pale Ale,4.2,N,N,verified,Harmon Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,32
Puck American Pale Ale,5.2,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,37
Sidecar Orange Pale Ale,5.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,35
Simcoe Pale Ale,5.2,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,47
Snow Glare,6,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,23
Southern Hemisphere Harvest,6.7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,66
Stone Mill Organic Pale Ale,5.5,N,N,verified,Anheuser-Busch InBev,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,34
Sumpin' Easy Ale,5.7,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,50.8
The Carhartt Woodsman,4.4,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.053,1.008,1.014,32.9
The Down Low Ale,3.9,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.042,1.008,1.014,42
Thunder Ann,5.5,N,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,41
Trademark Pale Ale,5.7,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,40
Twin Peaks,5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,31
United in Orange,5.3,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,41
Pond Scum,7.3,N,N,verified,Bartlett Road Brewery,North American Origin Ales,Ale,20,35,3,4.1,5,12,1.033,1.006,1.012,45
20th Street Ale Citra,6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,35
20th Street Ale Crystal,7.3,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,35
20th Street Ale Magnum,7.3,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,32
Hop Bam,5.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,30,42,4.5,5.6,6,14,1.044,1.008,1.014,31
Breckenridge Christmas Ale,7.4,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,40,50,5.5,6.3,6,14,1.05,1.008,1.016,22
Brown Shugga',9.9,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,40,50,5.5,6.3,6,14,1.1,1.008,1.016,51.1
Celebrator Beer News,9.3,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,40,50,5.5,6.3,6,14,1.05,1.008,1.016,49
Purebred A.P.A. Citra,6.2,N,N,verified,Laughing Dog Brewing,North American Origin Ales,Ale,40,50,5.5,6.3,6,14,1.05,1.008,1.016,67.8
The Hairy Eyeball,8.8,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,40,50,5.5,6.3,6,14,1.05,1.008,1.016,56.66
Life and Limb,10.2,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,40,50,5.5,6.3,6,14,1.05,1.008,1.016,45
Audition - Dark Ale,8.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,20,35,4.2,7.8,16,16,1.06,1.012,1.018,23
Bourbon Barrel Aged Maillard's Odyssey,9.3,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,20,35,4.4,8,16,16,1.06,1.012,1.018,40
Maillard's Odyssey - Beer Camp Across America (2014),8.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,20,35,4,8.5,16,16,1.085,1.012,1.018,40
Hoppy Seconds,8.4,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,20,35,4.1,8.1,5,16,1.06,1.012,1.018,27
Dank Tank The Price is Wrong,9,N,N,verified,SweetWater Brewing Company,Belgian And French Origin Ales,Ale,20,50,7,11,9,35,1.064,1.012,1.024,48
Silent Night,11,N,Y,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,50,7,11,9,35,1.106,1.012,1.024,39
Dubbel,7.4,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,30,6.25,7.5,16,36,1.069,1.012,1.016,22
Ovila Abbey Aged Dubbel,8.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,6.25,7.5,16,36,1.06,1.012,1.016,22
Ovila Dubbel,7.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,6.25,7.5,16,36,1.06,1.012,1.016,28
2 x 4,8.7,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,29
MaMa's Spaciale,6,N,N,verified,Brouwerij De Leite,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,22
Audition - Belgian-Style Blonde,6.3,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,15
Barrel Aged Chaka (Merlot),8,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,30
Beach Bum Blonde Ale,5.4,N,N,verified,Anheuser-Busch InBev,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,17
Belgian-Style Blonde IPA,7.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,23
Bubbly Wit,7.1,N,N,verified,Dock Street Brewery,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,24
Bud Light Golden Wheat,4.1,N,N,verified,Anheuser-Busch InBev,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,26
Fusion 30,7.1,N,N,verified,Lagunitas Brewing Company,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,55
Hummer,5.1,N,N,verified,SweetWater Brewing Company,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,23
Mt. Takhoma Blonde Ale,3.8,N,N,verified,Harmon Brewing Company,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,18
Prisoner of Hell,8,N,N,verified,Dock Street Brewery,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.054,1.008,1.014,19
Yvan The Great - Beer Camp Across America (2014),6.3,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,15,30,6,7.8,4,7,1.053,1.008,1.014,50
Afternooner,4.6,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,21
Audition - Belgian-Style Pale Ale,5.3,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,28
Bearsharktopus,6,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,23
Belgian Black IPA - Beer Camp #94,7.7,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,52
Belgian Crush,5.7,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,27
Belgian Style Pale Ale - Mountain Series,6.5,N,N,verified,Breckenridge Brewery,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,25
Chaka,8,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,20
Demon Brewn,10,Y,N,verified,Jackalope Brewing Company,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,52
Farmhouse Hatter,5.07,N,N,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.049,1.008,1.014,53
Larry Triple Douple,8.5,N,N,verified,Wachusett Brewing Company,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,85
Myron's Walk - Beer Camp Across America (2014),5.3,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.048,1.008,1.014,38
Philly Tripel Plan B,8,N,N,verified,Dock Street Brewery,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.044,1.008,1.014,29
White Hatter,5.5,N,N,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,30,4,6,6,12,1.051,1.008,1.014,52
Belgian Blond,6.7,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,50,7,11,4,10,1.067,1.012,1.024,20
Ovila Belgian Golden Ale,8.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,50,7,11,4,10,1.064,1.012,1.024,44
St. Benny's Labby Style Ale,7.5,N,N,verified,Laughing Dog Brewing,Belgian And French Origin Ales,Ale,20,50,7,11,4,10,1.064,1.012,1.024,26
Dank Tank BSP Quad,11,N,Y,verified,SweetWater Brewing Company,Belgian And French Origin Ales,Ale,25,50,9,14,8,20,1.084,1.014,1.02,28
Good Game,11,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,25,50,9,14,8,20,1.084,1.014,1.02,42
Ovila Abbey Quad with Plums,10.2,N,Y,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,25,50,9,14,8,20,1.084,1.014,1.02,43
Ovila Quad Brandy Barrel-Aged,10.1,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,25,50,9,14,8,20,1.084,1.014,1.02,42
Trip in the Woods Madeira Quad,10.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,25,50,9,14,8,20,1.084,1.014,1.02,29
18th Anniversary Belgian Tripel,10,N,N,verified,SweetWater Brewing Company,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.07,1.01,1.018,17
Beerhive,8.47,N,N,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.07,1.01,1.018,26
Black Tulip (2012),8.8,N,N,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.07,1.01,1.018,21
Cuvee Soeurasise,8.5,N,N,verified,Brouwerij De Leite,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.07,1.01,1.018,40
Filsae Papa V,8.5,N,N,verified,Brouwerij De Leite,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.07,1.01,1.018,39
Ovila Abbey Trippel,8.8,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.075,1.01,1.018,30
Ovila Quad,10.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.07,1.01,1.018,29
Ripley Tripel,9.6,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.079,1.01,1.018,25
Tripel  Squared,9,N,N,verified,Laughing Dog Brewing,Belgian And French Origin Ales,Ale,20,45,7,10,4,9,1.083,1.01,1.018,35
Audition - English-Style Bitter,5.6,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,20,35,3,4.1,5,12,1.033,1.006,1.012,32
Dude of York,4.5,N,N,verified,Last Name Brewing,British Origin Ales,Ale,20,35,3,4.1,5,12,1.045,1.006,1.012,10
SweetWater Motor Boat,5.6,N,N,verified,SweetWater Brewing Company,British Origin Ales,Ale,20,35,3,4.1,5,12,1.033,1.006,1.012,28
There and Back - Beer Camp Across America (2014),5.6,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,20,35,3,4.1,5,12,1.053,1.006,1.012,40
Black Brew Bae,6.4,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.056,1.012,1.018,50
Black Eye PA,7.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.056,1.012,1.018,58
Black Mad Hatter India Pale Ale,5.56,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.058,1.012,1.018,67
Blindfold,7.4,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.056,1.012,1.018,70
Dank Tank: Some Strange II Black IPA,10,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.056,1.012,1.018,63
DevESTATEtion,6.7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.068,1.012,1.018,67
Home Skillet,5.6,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.056,1.012,1.018,61
Imperial Black IPA,7.3,N,N,verified,Wachusett Brewing Company,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.056,1.012,1.018,70
Night Time,7.9,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.087,1.012,1.018,65
Spruce Beersteen,6,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,50,70,6,7.5,35,35,1.056,1.012,1.018,67
Asian Gold Blonde,4.4,N,N,verified,Harmon Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,15
Bad Luck Blonde,6.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,25
Beer Camp: Dry Hopped Belgian Golden (2017),8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.066,1.008,1.016,35
BFD - Beer For Drinking,4.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,33
Blonde Ale,4.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,24
Clean Sweep,3.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,18
Dirty Blonde Ale,4.5,N,N,verified,Portsmouth Brewery,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,24
Golden Ale,4.5,N,N,verified,Guinness,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,16
Hatchery Series Release #6: Golden Summer Ale,4.8,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,35
High Sierra FestivAle,5.2,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,18
Honey Blonde,5.2,N,N,verified,Harmon Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,25
Liberty Blonde,4.9,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,32
Ovila Golden With Pomegranates,8.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,30
Pear Champagne,5.3,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,22
SummerBright Ale,4.5,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,15
